,Year,Geography,GeographyType,Indicator,Value,ValueType
10034,2020,Sequatchie,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
10035,2020,Sequatchie,County,Drug Overdose Deaths Involving Fentanyl,4.0,Count
10036,2020,Sequatchie,County,Drug Overdose Deaths Involving Heroin,3.0,Count
10037,2020,Sequatchie,County,Drug Overdose Deaths Involving Prescription Opioids,1.0,Count
10038,2020,Sequatchie,County,Drug Overdose Deaths Involving All Opioids,6.0,Count
10039,2020,Sequatchie,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,2.0,Count
10040,2020,Sequatchie,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,3.0,Count
10041,2020,Sequatchie,County,All Drug Overdose Deaths,9.0,Count
10042,2020,Sequatchie,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),5.0,Count
10054,2020,Sevier,County,Drug Overdose Deaths Involving All Stimulants,20.0,Count
10055,2020,Sevier,County,Drug Overdose Deaths Involving Benzodiazepines,7.0,Count
10056,2020,Sevier,County,Drug Overdose Deaths Involving Cocaine,3.0,Count
10057,2020,Sevier,County,Drug Overdose Deaths Involving Fentanyl,34.0,Count
10058,2020,Sevier,County,Drug Overdose Deaths Involving Heroin,4.0,Count
10059,2020,Sevier,County,Drug Overdose Deaths Involving Prescription Opioids,13.0,Count
10060,2020,Sevier,County,Drug Overdose Deaths Involving All Opioids,39.0,Count
10061,2020,Sevier,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,15.0,Count
10062,2020,Sevier,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,6.0,Count
10063,2020,Sevier,County,All Drug Overdose Deaths,51.0,Count
10064,2020,Sevier,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),18.0,Count
10076,2020,Shelby,County,Drug Overdose Deaths Involving All Stimulants,203.0,Count
10077,2020,Shelby,County,Drug Overdose Deaths Involving Benzodiazepines,116.0,Count
10078,2020,Shelby,County,Drug Overdose Deaths Involving Cocaine,118.0,Count
10079,2020,Shelby,County,Drug Overdose Deaths Involving Fentanyl,343.0,Count
10080,2020,Shelby,County,Drug Overdose Deaths Involving Heroin,44.0,Count
10081,2020,Shelby,County,Drug Overdose Deaths Involving Prescription Opioids,84.0,Count
10082,2020,Shelby,County,Drug Overdose Deaths Involving All Opioids,375.0,Count
10083,2020,Shelby,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,153.0,Count
10084,2020,Shelby,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,105.0,Count
10085,2020,Shelby,County,All Drug Overdose Deaths,450.0,Count
10086,2020,Shelby,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),99.0,Count
10098,2020,Smith,County,Drug Overdose Deaths Involving All Stimulants,10.0,Count
10099,2020,Smith,County,Drug Overdose Deaths Involving Benzodiazepines,0.0,Count
10100,2020,Smith,County,Drug Overdose Deaths Involving Cocaine,1.0,Count
10101,2020,Smith,County,Drug Overdose Deaths Involving Fentanyl,9.0,Count
10102,2020,Smith,County,Drug Overdose Deaths Involving Heroin,1.0,Count
10103,2020,Smith,County,Drug Overdose Deaths Involving Prescription Opioids,2.0,Count
10104,2020,Smith,County,Drug Overdose Deaths Involving All Opioids,10.0,Count
10105,2020,Smith,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,7.0,Count
10106,2020,Smith,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,0.0,Count
10107,2020,Smith,County,All Drug Overdose Deaths,13.0,Count
10108,2020,Smith,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),9.0,Count
10164,2020,Stewart,County,Drug Overdose Deaths Involving All Stimulants,5.0,Count
10165,2020,Stewart,County,Drug Overdose Deaths Involving Benzodiazepines,2.0,Count
10166,2020,Stewart,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
10167,2020,Stewart,County,Drug Overdose Deaths Involving Fentanyl,8.0,Count
10168,2020,Stewart,County,Drug Overdose Deaths Involving Heroin,0.0,Count
10169,2020,Stewart,County,Drug Overdose Deaths Involving Prescription Opioids,2.0,Count
10170,2020,Stewart,County,Drug Overdose Deaths Involving All Opioids,8.0,Count
10171,2020,Stewart,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,5.0,Count
10172,2020,Stewart,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,2.0,Count
10173,2020,Stewart,County,All Drug Overdose Deaths,8.0,Count
10174,2020,Stewart,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),5.0,Count
10186,2020,Sullivan,County,Drug Overdose Deaths Involving All Stimulants,24.0,Count
10187,2020,Sullivan,County,Drug Overdose Deaths Involving Benzodiazepines,15.0,Count
10188,2020,Sullivan,County,Drug Overdose Deaths Involving Cocaine,5.0,Count
10189,2020,Sullivan,County,Drug Overdose Deaths Involving Fentanyl,27.0,Count
10190,2020,Sullivan,County,Drug Overdose Deaths Involving Heroin,6.0,Count
10191,2020,Sullivan,County,Drug Overdose Deaths Involving Prescription Opioids,18.0,Count
10192,2020,Sullivan,County,Drug Overdose Deaths Involving All Opioids,45.0,Count
10193,2020,Sullivan,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,16.0,Count
10194,2020,Sullivan,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,13.0,Count
10195,2020,Sullivan,County,All Drug Overdose Deaths,60.0,Count
10196,2020,Sullivan,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),19.0,Count
10230,2020,Sumner,County,Drug Overdose Deaths Involving All Stimulants,23.0,Count
10231,2020,Sumner,County,Drug Overdose Deaths Involving Benzodiazepines,10.0,Count
10232,2020,Sumner,County,Drug Overdose Deaths Involving Cocaine,5.0,Count
10233,2020,Sumner,County,Drug Overdose Deaths Involving Fentanyl,45.0,Count
10234,2020,Sumner,County,Drug Overdose Deaths Involving Heroin,8.0,Count
10235,2020,Sumner,County,Drug Overdose Deaths Involving Prescription Opioids,9.0,Count
10236,2020,Sumner,County,Drug Overdose Deaths Involving All Opioids,56.0,Count
10237,2020,Sumner,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,19.0,Count
10238,2020,Sumner,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,10.0,Count
10239,2020,Sumner,County,All Drug Overdose Deaths,68.0,Count
10240,2020,Sumner,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),20.0,Count
10604,2020,Tipton,County,Drug Overdose Deaths Involving All Stimulants,10.0,Count
10605,2020,Tipton,County,Drug Overdose Deaths Involving Benzodiazepines,11.0,Count
10606,2020,Tipton,County,Drug Overdose Deaths Involving Cocaine,3.0,Count
10607,2020,Tipton,County,Drug Overdose Deaths Involving Fentanyl,13.0,Count
10608,2020,Tipton,County,Drug Overdose Deaths Involving Heroin,3.0,Count
10609,2020,Tipton,County,Drug Overdose Deaths Involving Prescription Opioids,5.0,Count
10610,2020,Tipton,County,Drug Overdose Deaths Involving All Opioids,16.0,Count
10611,2020,Tipton,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,6.0,Count
10612,2020,Tipton,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,9.0,Count
10613,2020,Tipton,County,All Drug Overdose Deaths,23.0,Count
10614,2020,Tipton,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),7.0,Count
10626,2020,Trousdale,County,Drug Overdose Deaths Involving All Stimulants,2.0,Count
10627,2020,Trousdale,County,Drug Overdose Deaths Involving Benzodiazepines,2.0,Count
10628,2020,Trousdale,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
10629,2020,Trousdale,County,Drug Overdose Deaths Involving Fentanyl,6.0,Count
10630,2020,Trousdale,County,Drug Overdose Deaths Involving Heroin,2.0,Count
10631,2020,Trousdale,County,Drug Overdose Deaths Involving Prescription Opioids,1.0,Count
10632,2020,Trousdale,County,Drug Overdose Deaths Involving All Opioids,7.0,Count
10633,2020,Trousdale,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,2.0,Count
10634,2020,Trousdale,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,2.0,Count
10635,2020,Trousdale,County,All Drug Overdose Deaths,7.0,Count
10636,2020,Trousdale,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),2.0,Count
10648,2020,Unicoi,County,Drug Overdose Deaths Involving All Stimulants,1.0,Count
10649,2020,Unicoi,County,Drug Overdose Deaths Involving Benzodiazepines,4.0,Count
10650,2020,Unicoi,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
10651,2020,Unicoi,County,Drug Overdose Deaths Involving Fentanyl,2.0,Count
10652,2020,Unicoi,County,Drug Overdose Deaths Involving Heroin,0.0,Count
10653,2020,Unicoi,County,Drug Overdose Deaths Involving Prescription Opioids,5.0,Count
10654,2020,Unicoi,County,Drug Overdose Deaths Involving All Opioids,6.0,Count
10655,2020,Unicoi,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,1.0,Count
10656,2020,Unicoi,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,3.0,Count
10657,2020,Unicoi,County,All Drug Overdose Deaths,7.0,Count
10658,2020,Unicoi,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),1.0,Count
10670,2020,Union,County,Drug Overdose Deaths Involving All Stimulants,5.0,Count
10671,2020,Union,County,Drug Overdose Deaths Involving Benzodiazepines,2.0,Count
10672,2020,Union,County,Drug Overdose Deaths Involving Cocaine,1.0,Count
10673,2020,Union,County,Drug Overdose Deaths Involving Fentanyl,5.0,Count
10674,2020,Union,County,Drug Overdose Deaths Involving Heroin,3.0,Count
10675,2020,Union,County,Drug Overdose Deaths Involving Prescription Opioids,1.0,Count
10676,2020,Union,County,Drug Overdose Deaths Involving All Opioids,8.0,Count
10677,2020,Union,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,3.0,Count
10678,2020,Union,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,2.0,Count
10679,2020,Union,County,All Drug Overdose Deaths,15.0,Count
10680,2020,Union,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),4.0,Count
10714,2020,Van Buren,County,Drug Overdose Deaths Involving All Stimulants,0.0,Count
10715,2020,Van Buren,County,Drug Overdose Deaths Involving Benzodiazepines,0.0,Count
10716,2020,Van Buren,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
10717,2020,Van Buren,County,Drug Overdose Deaths Involving Fentanyl,0.0,Count
10718,2020,Van Buren,County,Drug Overdose Deaths Involving Heroin,0.0,Count
10719,2020,Van Buren,County,Drug Overdose Deaths Involving Prescription Opioids,1.0,Count
10720,2020,Van Buren,County,Drug Overdose Deaths Involving All Opioids,1.0,Count
10721,2020,Van Buren,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,0.0,Count
10722,2020,Van Buren,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,0.0,Count
10723,2020,Van Buren,County,All Drug Overdose Deaths,1.0,Count
10724,2020,Van Buren,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),0.0,Count
10736,2020,Warren,County,Drug Overdose Deaths Involving All Stimulants,8.0,Count
10737,2020,Warren,County,Drug Overdose Deaths Involving Benzodiazepines,6.0,Count
10738,2020,Warren,County,Drug Overdose Deaths Involving Cocaine,1.0,Count
10739,2020,Warren,County,Drug Overdose Deaths Involving Fentanyl,4.0,Count
10740,2020,Warren,County,Drug Overdose Deaths Involving Heroin,0.0,Count
10741,2020,Warren,County,Drug Overdose Deaths Involving Prescription Opioids,6.0,Count
10742,2020,Warren,County,Drug Overdose Deaths Involving All Opioids,7.0,Count
10743,2020,Warren,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,3.0,Count
10744,2020,Warren,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,5.0,Count
10745,2020,Warren,County,All Drug Overdose Deaths,14.0,Count
10746,2020,Warren,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),7.0,Count
10758,2020,Washington,County,Drug Overdose Deaths Involving All Stimulants,19.0,Count
10759,2020,Washington,County,Drug Overdose Deaths Involving Benzodiazepines,15.0,Count
10760,2020,Washington,County,Drug Overdose Deaths Involving Cocaine,3.0,Count
10761,2020,Washington,County,Drug Overdose Deaths Involving Fentanyl,17.0,Count
10762,2020,Washington,County,Drug Overdose Deaths Involving Heroin,1.0,Count
10763,2020,Washington,County,Drug Overdose Deaths Involving Prescription Opioids,12.0,Count
10764,2020,Washington,County,Drug Overdose Deaths Involving All Opioids,27.0,Count
10765,2020,Washington,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,6.0,Count
10766,2020,Washington,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,13.0,Count
10767,2020,Washington,County,All Drug Overdose Deaths,44.0,Count
10768,2020,Washington,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),16.0,Count
10780,2020,Wayne,County,Drug Overdose Deaths Involving All Stimulants,0.0,Count
10781,2020,Wayne,County,Drug Overdose Deaths Involving Benzodiazepines,0.0,Count
10782,2020,Wayne,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
10783,2020,Wayne,County,Drug Overdose Deaths Involving Fentanyl,0.0,Count
10784,2020,Wayne,County,Drug Overdose Deaths Involving Heroin,0.0,Count
10785,2020,Wayne,County,Drug Overdose Deaths Involving Prescription Opioids,0.0,Count
10786,2020,Wayne,County,Drug Overdose Deaths Involving All Opioids,0.0,Count
10787,2020,Wayne,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,0.0,Count
10788,2020,Wayne,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,0.0,Count
10789,2020,Wayne,County,All Drug Overdose Deaths,1.0,Count
10790,2020,Wayne,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),0.0,Count
10802,2020,Weakley,County,Drug Overdose Deaths Involving All Stimulants,2.0,Count
10803,2020,Weakley,County,Drug Overdose Deaths Involving Benzodiazepines,3.0,Count
10804,2020,Weakley,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
10805,2020,Weakley,County,Drug Overdose Deaths Involving Fentanyl,5.0,Count
10806,2020,Weakley,County,Drug Overdose Deaths Involving Heroin,2.0,Count
10807,2020,Weakley,County,Drug Overdose Deaths Involving Prescription Opioids,3.0,Count
10808,2020,Weakley,County,Drug Overdose Deaths Involving All Opioids,6.0,Count
10809,2020,Weakley,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,1.0,Count
10810,2020,Weakley,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,3.0,Count
10811,2020,Weakley,County,All Drug Overdose Deaths,9.0,Count
10812,2020,Weakley,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),2.0,Count
10846,2020,White,County,Drug Overdose Deaths Involving All Stimulants,6.0,Count
10847,2020,White,County,Drug Overdose Deaths Involving Benzodiazepines,4.0,Count
10848,2020,White,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
10849,2020,White,County,Drug Overdose Deaths Involving Fentanyl,6.0,Count
10850,2020,White,County,Drug Overdose Deaths Involving Heroin,1.0,Count
10851,2020,White,County,Drug Overdose Deaths Involving Prescription Opioids,7.0,Count
10852,2020,White,County,Drug Overdose Deaths Involving All Opioids,12.0,Count
10853,2020,White,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,5.0,Count
10854,2020,White,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,4.0,Count
10855,2020,White,County,All Drug Overdose Deaths,15.0,Count
10856,2020,White,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),6.0,Count
10868,2020,Williamson,County,Drug Overdose Deaths Involving All Stimulants,12.0,Count
10869,2020,Williamson,County,Drug Overdose Deaths Involving Benzodiazepines,7.0,Count
10870,2020,Williamson,County,Drug Overdose Deaths Involving Cocaine,3.0,Count
10871,2020,Williamson,County,Drug Overdose Deaths Involving Fentanyl,22.0,Count
10872,2020,Williamson,County,Drug Overdose Deaths Involving Heroin,3.0,Count
10873,2020,Williamson,County,Drug Overdose Deaths Involving Prescription Opioids,6.0,Count
10874,2020,Williamson,County,Drug Overdose Deaths Involving All Opioids,23.0,Count
10875,2020,Williamson,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,10.0,Count
10876,2020,Williamson,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,6.0,Count
10877,2020,Williamson,County,All Drug Overdose Deaths,30.0,Count
10878,2020,Williamson,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),10.0,Count
10890,2020,Wilson,County,Drug Overdose Deaths Involving All Stimulants,31.0,Count
10891,2020,Wilson,County,Drug Overdose Deaths Involving Benzodiazepines,16.0,Count
10892,2020,Wilson,County,Drug Overdose Deaths Involving Cocaine,16.0,Count
10893,2020,Wilson,County,Drug Overdose Deaths Involving Fentanyl,62.0,Count
10894,2020,Wilson,County,Drug Overdose Deaths Involving Heroin,7.0,Count
10895,2020,Wilson,County,Drug Overdose Deaths Involving Prescription Opioids,19.0,Count
10896,2020,Wilson,County,Drug Overdose Deaths Involving All Opioids,72.0,Count
10897,2020,Wilson,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,28.0,Count
10898,2020,Wilson,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,15.0,Count
10899,2020,Wilson,County,All Drug Overdose Deaths,79.0,Count
10900,2020,Wilson,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),19.0,Count
10912,2021,Anderson,County,Drug Overdose Deaths Involving All Stimulants,55.0,Count
10913,2021,Anderson,County,Drug Overdose Deaths Involving Benzodiazepines,16.0,Count
10914,2021,Anderson,County,Drug Overdose Deaths Involving Cocaine,4.0,Count
10915,2021,Anderson,County,Drug Overdose Deaths Involving Fentanyl,69.0,Count
10916,2021,Anderson,County,Drug Overdose Deaths Involving Heroin,7.0,Count
10917,2021,Anderson,County,Drug Overdose Deaths Involving Prescription Opioids,18.0,Count
10918,2021,Anderson,County,Drug Overdose Deaths Involving All Opioids,80.0,Count
10919,2021,Anderson,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,45.0,Count
10920,2021,Anderson,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,16.0,Count
10921,2021,Anderson,County,All Drug Overdose Deaths,91.0,Count
10922,2021,Anderson,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),53.0,Count
10934,2021,Bedford,County,Drug Overdose Deaths Involving All Stimulants,13.0,Count
10935,2021,Bedford,County,Drug Overdose Deaths Involving Benzodiazepines,1.0,Count
10936,2021,Bedford,County,Drug Overdose Deaths Involving Cocaine,2.0,Count
10937,2021,Bedford,County,Drug Overdose Deaths Involving Fentanyl,15.0,Count
10938,2021,Bedford,County,Drug Overdose Deaths Involving Heroin,0.0,Count
10939,2021,Bedford,County,Drug Overdose Deaths Involving Prescription Opioids,5.0,Count
10940,2021,Bedford,County,Drug Overdose Deaths Involving All Opioids,17.0,Count
10941,2021,Bedford,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,11.0,Count
10942,2021,Bedford,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,1.0,Count
10943,2021,Bedford,County,All Drug Overdose Deaths,24.0,Count
10944,2021,Bedford,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),12.0,Count
10956,2021,Benton,County,Drug Overdose Deaths Involving All Stimulants,3.0,Count
10957,2021,Benton,County,Drug Overdose Deaths Involving Benzodiazepines,2.0,Count
10958,2021,Benton,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
10959,2021,Benton,County,Drug Overdose Deaths Involving Fentanyl,2.0,Count
10960,2021,Benton,County,Drug Overdose Deaths Involving Heroin,0.0,Count
10961,2021,Benton,County,Drug Overdose Deaths Involving Prescription Opioids,3.0,Count
10962,2021,Benton,County,Drug Overdose Deaths Involving All Opioids,3.0,Count
10963,2021,Benton,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,2.0,Count
10964,2021,Benton,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,0.0,Count
10965,2021,Benton,County,All Drug Overdose Deaths,6.0,Count
10966,2021,Benton,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),3.0,Count
10978,2021,Bledsoe,County,Drug Overdose Deaths Involving All Stimulants,5.0,Count
10979,2021,Bledsoe,County,Drug Overdose Deaths Involving Benzodiazepines,0.0,Count
10980,2021,Bledsoe,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
10981,2021,Bledsoe,County,Drug Overdose Deaths Involving Fentanyl,4.0,Count
10982,2021,Bledsoe,County,Drug Overdose Deaths Involving Heroin,0.0,Count
10983,2021,Bledsoe,County,Drug Overdose Deaths Involving Prescription Opioids,1.0,Count
10984,2021,Bledsoe,County,Drug Overdose Deaths Involving All Opioids,5.0,Count
10985,2021,Bledsoe,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,3.0,Count
10986,2021,Bledsoe,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,0.0,Count
10987,2021,Bledsoe,County,All Drug Overdose Deaths,8.0,Count
10988,2021,Bledsoe,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),5.0,Count
11000,2021,Blount,County,Drug Overdose Deaths Involving All Stimulants,38.0,Count
11001,2021,Blount,County,Drug Overdose Deaths Involving Benzodiazepines,7.0,Count
11002,2021,Blount,County,Drug Overdose Deaths Involving Cocaine,10.0,Count
11003,2021,Blount,County,Drug Overdose Deaths Involving Fentanyl,67.0,Count
11004,2021,Blount,County,Drug Overdose Deaths Involving Heroin,6.0,Count
11005,2021,Blount,County,Drug Overdose Deaths Involving Prescription Opioids,19.0,Count
11006,2021,Blount,County,Drug Overdose Deaths Involving All Opioids,77.0,Count
11007,2021,Blount,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,32.0,Count
11008,2021,Blount,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,7.0,Count
11009,2021,Blount,County,All Drug Overdose Deaths,95.0,Count
11010,2021,Blount,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),29.0,Count
11022,2021,Bradley,County,Drug Overdose Deaths Involving All Stimulants,25.0,Count
11023,2021,Bradley,County,Drug Overdose Deaths Involving Benzodiazepines,11.0,Count
11024,2021,Bradley,County,Drug Overdose Deaths Involving Cocaine,1.0,Count
11025,2021,Bradley,County,Drug Overdose Deaths Involving Fentanyl,29.0,Count
11026,2021,Bradley,County,Drug Overdose Deaths Involving Heroin,1.0,Count
11027,2021,Bradley,County,Drug Overdose Deaths Involving Prescription Opioids,5.0,Count
11028,2021,Bradley,County,Drug Overdose Deaths Involving All Opioids,32.0,Count
11029,2021,Bradley,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,16.0,Count
11030,2021,Bradley,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,10.0,Count
11031,2021,Bradley,County,All Drug Overdose Deaths,51.0,Count
11032,2021,Bradley,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),25.0,Count
11044,2021,Campbell,County,Drug Overdose Deaths Involving All Stimulants,10.0,Count
11045,2021,Campbell,County,Drug Overdose Deaths Involving Benzodiazepines,1.0,Count
11046,2021,Campbell,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
11047,2021,Campbell,County,Drug Overdose Deaths Involving Fentanyl,15.0,Count
11048,2021,Campbell,County,Drug Overdose Deaths Involving Heroin,2.0,Count
11049,2021,Campbell,County,Drug Overdose Deaths Involving Prescription Opioids,3.0,Count
11050,2021,Campbell,County,Drug Overdose Deaths Involving All Opioids,17.0,Count
11051,2021,Campbell,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,7.0,Count
11052,2021,Campbell,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,0.0,Count
11053,2021,Campbell,County,All Drug Overdose Deaths,24.0,Count
11054,2021,Campbell,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),10.0,Count
11066,2021,Cannon,County,Drug Overdose Deaths Involving All Stimulants,5.0,Count
11067,2021,Cannon,County,Drug Overdose Deaths Involving Benzodiazepines,2.0,Count
11068,2021,Cannon,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
11069,2021,Cannon,County,Drug Overdose Deaths Involving Fentanyl,9.0,Count
11070,2021,Cannon,County,Drug Overdose Deaths Involving Heroin,0.0,Count
11071,2021,Cannon,County,Drug Overdose Deaths Involving Prescription Opioids,4.0,Count
11072,2021,Cannon,County,Drug Overdose Deaths Involving All Opioids,9.0,Count
11073,2021,Cannon,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,5.0,Count
11074,2021,Cannon,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,2.0,Count
11075,2021,Cannon,County,All Drug Overdose Deaths,11.0,Count
11076,2021,Cannon,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),5.0,Count
11088,2021,Carroll,County,Drug Overdose Deaths Involving All Stimulants,2.0,Count
11089,2021,Carroll,County,Drug Overdose Deaths Involving Benzodiazepines,0.0,Count
11090,2021,Carroll,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
11091,2021,Carroll,County,Drug Overdose Deaths Involving Fentanyl,0.0,Count
11092,2021,Carroll,County,Drug Overdose Deaths Involving Heroin,0.0,Count
11093,2021,Carroll,County,Drug Overdose Deaths Involving Prescription Opioids,0.0,Count
11094,2021,Carroll,County,Drug Overdose Deaths Involving All Opioids,0.0,Count
11095,2021,Carroll,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,0.0,Count
11096,2021,Carroll,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,0.0,Count
11097,2021,Carroll,County,All Drug Overdose Deaths,4.0,Count
11098,2021,Carroll,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),2.0,Count
11110,2021,Carter,County,Drug Overdose Deaths Involving All Stimulants,16.0,Count
11111,2021,Carter,County,Drug Overdose Deaths Involving Benzodiazepines,8.0,Count
11112,2021,Carter,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
11113,2021,Carter,County,Drug Overdose Deaths Involving Fentanyl,15.0,Count
11114,2021,Carter,County,Drug Overdose Deaths Involving Heroin,2.0,Count
11115,2021,Carter,County,Drug Overdose Deaths Involving Prescription Opioids,8.0,Count
11116,2021,Carter,County,Drug Overdose Deaths Involving All Opioids,21.0,Count
11117,2021,Carter,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,13.0,Count
11118,2021,Carter,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,8.0,Count
11119,2021,Carter,County,All Drug Overdose Deaths,26.0,Count
11120,2021,Carter,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),16.0,Count
11154,2021,Cheatham,County,Drug Overdose Deaths Involving All Stimulants,17.0,Count
11155,2021,Cheatham,County,Drug Overdose Deaths Involving Benzodiazepines,4.0,Count
11156,2021,Cheatham,County,Drug Overdose Deaths Involving Cocaine,3.0,Count
11157,2021,Cheatham,County,Drug Overdose Deaths Involving Fentanyl,26.0,Count
11158,2021,Cheatham,County,Drug Overdose Deaths Involving Heroin,2.0,Count
11159,2021,Cheatham,County,Drug Overdose Deaths Involving Prescription Opioids,6.0,Count
