,Year,Geography,GeographyType,Indicator,Value,ValueType,Demographics,DemographicsType
11914,2021,Carroll,County,Inpatient Stays Involving All Stimulant Overdose,8.0,Count,,
11915,2021,Carroll,County,Outpatient Visits Involving All Stimulant Overdose,2.0,Count,,
11928,2021,Carter,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),11.0,Count,,
11929,2021,Carter,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),2.0,Count,,
11930,2021,Carter,County,Inpatient Stays Involving Cocaine Overdose,1.0,Count,,
11931,2021,Carter,County,Outpatient Visits Involving Cocaine Overdose,1.0,Count,,
11932,2021,Carter,County,Inpatient Stays Involving Heroin Overdose,1.0,Count,,
11933,2021,Carter,County,Outpatient Visits Involving Heroin Overdose,2.0,Count,,
11934,2021,Carter,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,12.0,Count,,
11935,2021,Carter,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,10.0,Count,,
11936,2021,Carter,County,Inpatient Stays Involving All Drug Overdose,71.0,Count,,
11937,2021,Carter,County,Outpatient Visits Involving All Drug Overdose,68.0,Count,,
11938,2021,Carter,County,Inpatient Stays Involving All Stimulant Overdose,11.0,Count,,
11939,2021,Carter,County,Outpatient Visits Involving All Stimulant Overdose,3.0,Count,,
11976,2021,Cheatham,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),2.0,Count,,
11977,2021,Cheatham,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),1.0,Count,,
11978,2021,Cheatham,County,Inpatient Stays Involving Cocaine Overdose,2.0,Count,,
11979,2021,Cheatham,County,Outpatient Visits Involving Cocaine Overdose,0.0,Count,,
11980,2021,Cheatham,County,Inpatient Stays Involving Heroin Overdose,5.0,Count,,
11981,2021,Cheatham,County,Outpatient Visits Involving Heroin Overdose,59.0,Count,,
11982,2021,Cheatham,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,16.0,Count,,
11983,2021,Cheatham,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,80.0,Count,,
11984,2021,Cheatham,County,Inpatient Stays Involving All Drug Overdose,50.0,Count,,
11985,2021,Cheatham,County,Outpatient Visits Involving All Drug Overdose,211.0,Count,,
11986,2021,Cheatham,County,Inpatient Stays Involving All Stimulant Overdose,4.0,Count,,
11987,2021,Cheatham,County,Outpatient Visits Involving All Stimulant Overdose,1.0,Count,,
12000,2021,Chester,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),2.0,Count,,
12001,2021,Chester,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),0.0,Count,,
12002,2021,Chester,County,Inpatient Stays Involving Cocaine Overdose,2.0,Count,,
12003,2021,Chester,County,Outpatient Visits Involving Cocaine Overdose,0.0,Count,,
12004,2021,Chester,County,Inpatient Stays Involving Heroin Overdose,0.0,Count,,
12005,2021,Chester,County,Outpatient Visits Involving Heroin Overdose,0.0,Count,,
12006,2021,Chester,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,2.0,Count,,
12007,2021,Chester,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,4.0,Count,,
12008,2021,Chester,County,Inpatient Stays Involving All Drug Overdose,14.0,Count,,
12009,2021,Chester,County,Outpatient Visits Involving All Drug Overdose,24.0,Count,,
12010,2021,Chester,County,Inpatient Stays Involving All Stimulant Overdose,3.0,Count,,
12011,2021,Chester,County,Outpatient Visits Involving All Stimulant Overdose,0.0,Count,,
12024,2021,Claiborne,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),4.0,Count,,
12025,2021,Claiborne,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),11.0,Count,,
12026,2021,Claiborne,County,Inpatient Stays Involving Cocaine Overdose,0.0,Count,,
12027,2021,Claiborne,County,Outpatient Visits Involving Cocaine Overdose,1.0,Count,,
12028,2021,Claiborne,County,Inpatient Stays Involving Heroin Overdose,2.0,Count,,
12029,2021,Claiborne,County,Outpatient Visits Involving Heroin Overdose,14.0,Count,,
12030,2021,Claiborne,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,8.0,Count,,
12031,2021,Claiborne,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,22.0,Count,,
12032,2021,Claiborne,County,Inpatient Stays Involving All Drug Overdose,29.0,Count,,
12033,2021,Claiborne,County,Outpatient Visits Involving All Drug Overdose,97.0,Count,,
12034,2021,Claiborne,County,Inpatient Stays Involving All Stimulant Overdose,4.0,Count,,
12035,2021,Claiborne,County,Outpatient Visits Involving All Stimulant Overdose,12.0,Count,,
12048,2021,Clay,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),0.0,Count,,
12049,2021,Clay,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),7.0,Count,,
12050,2021,Clay,County,Inpatient Stays Involving Cocaine Overdose,0.0,Count,,
12051,2021,Clay,County,Outpatient Visits Involving Cocaine Overdose,0.0,Count,,
12052,2021,Clay,County,Inpatient Stays Involving Heroin Overdose,0.0,Count,,
12053,2021,Clay,County,Outpatient Visits Involving Heroin Overdose,2.0,Count,,
12054,2021,Clay,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,3.0,Count,,
12055,2021,Clay,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,5.0,Count,,
12056,2021,Clay,County,Inpatient Stays Involving All Drug Overdose,8.0,Count,,
12057,2021,Clay,County,Outpatient Visits Involving All Drug Overdose,19.0,Count,,
12058,2021,Clay,County,Inpatient Stays Involving All Stimulant Overdose,0.0,Count,,
12059,2021,Clay,County,Outpatient Visits Involving All Stimulant Overdose,7.0,Count,,
12072,2021,Cocke,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),3.0,Count,,
12073,2021,Cocke,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),3.0,Count,,
12074,2021,Cocke,County,Inpatient Stays Involving Cocaine Overdose,2.0,Count,,
12075,2021,Cocke,County,Outpatient Visits Involving Cocaine Overdose,0.0,Count,,
12076,2021,Cocke,County,Inpatient Stays Involving Heroin Overdose,3.0,Count,,
12077,2021,Cocke,County,Outpatient Visits Involving Heroin Overdose,30.0,Count,,
12078,2021,Cocke,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,9.0,Count,,
12079,2021,Cocke,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,29.0,Count,,
12080,2021,Cocke,County,Inpatient Stays Involving All Drug Overdose,29.0,Count,,
12081,2021,Cocke,County,Outpatient Visits Involving All Drug Overdose,115.0,Count,,
12082,2021,Cocke,County,Inpatient Stays Involving All Stimulant Overdose,4.0,Count,,
12083,2021,Cocke,County,Outpatient Visits Involving All Stimulant Overdose,3.0,Count,,
12096,2021,Coffee,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),5.0,Count,,
12097,2021,Coffee,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),11.0,Count,,
12098,2021,Coffee,County,Inpatient Stays Involving Cocaine Overdose,0.0,Count,,
12099,2021,Coffee,County,Outpatient Visits Involving Cocaine Overdose,0.0,Count,,
12100,2021,Coffee,County,Inpatient Stays Involving Heroin Overdose,2.0,Count,,
12101,2021,Coffee,County,Outpatient Visits Involving Heroin Overdose,16.0,Count,,
12102,2021,Coffee,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,9.0,Count,,
12103,2021,Coffee,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,21.0,Count,,
12104,2021,Coffee,County,Inpatient Stays Involving All Drug Overdose,42.0,Count,,
12105,2021,Coffee,County,Outpatient Visits Involving All Drug Overdose,131.0,Count,,
12106,2021,Coffee,County,Inpatient Stays Involving All Stimulant Overdose,5.0,Count,,
12107,2021,Coffee,County,Outpatient Visits Involving All Stimulant Overdose,15.0,Count,,
12120,2021,Crockett,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),1.0,Count,,
12121,2021,Crockett,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),0.0,Count,,
12122,2021,Crockett,County,Inpatient Stays Involving Cocaine Overdose,2.0,Count,,
12123,2021,Crockett,County,Outpatient Visits Involving Cocaine Overdose,0.0,Count,,
12124,2021,Crockett,County,Inpatient Stays Involving Heroin Overdose,1.0,Count,,
12125,2021,Crockett,County,Outpatient Visits Involving Heroin Overdose,2.0,Count,,
12126,2021,Crockett,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,3.0,Count,,
12127,2021,Crockett,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,8.0,Count,,
12128,2021,Crockett,County,Inpatient Stays Involving All Drug Overdose,17.0,Count,,
12129,2021,Crockett,County,Outpatient Visits Involving All Drug Overdose,38.0,Count,,
12130,2021,Crockett,County,Inpatient Stays Involving All Stimulant Overdose,3.0,Count,,
12131,2021,Crockett,County,Outpatient Visits Involving All Stimulant Overdose,0.0,Count,,
12144,2021,Cumberland,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),5.0,Count,,
12145,2021,Cumberland,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),3.0,Count,,
12146,2021,Cumberland,County,Inpatient Stays Involving Cocaine Overdose,2.0,Count,,
12147,2021,Cumberland,County,Outpatient Visits Involving Cocaine Overdose,1.0,Count,,
12148,2021,Cumberland,County,Inpatient Stays Involving Heroin Overdose,3.0,Count,,
12149,2021,Cumberland,County,Outpatient Visits Involving Heroin Overdose,40.0,Count,,
12150,2021,Cumberland,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,18.0,Count,,
12151,2021,Cumberland,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,31.0,Count,,
12152,2021,Cumberland,County,Inpatient Stays Involving All Drug Overdose,70.0,Count,,
12153,2021,Cumberland,County,Outpatient Visits Involving All Drug Overdose,145.0,Count,,
12154,2021,Cumberland,County,Inpatient Stays Involving All Stimulant Overdose,6.0,Count,,
12155,2021,Cumberland,County,Outpatient Visits Involving All Stimulant Overdose,4.0,Count,,
12168,2021,Davidson,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),61.0,Count,,
12169,2021,Davidson,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),36.0,Count,,
12170,2021,Davidson,County,Inpatient Stays Involving Cocaine Overdose,183.0,Count,,
12171,2021,Davidson,County,Outpatient Visits Involving Cocaine Overdose,59.0,Count,,
12172,2021,Davidson,County,Inpatient Stays Involving Heroin Overdose,93.0,Count,,
12173,2021,Davidson,County,Outpatient Visits Involving Heroin Overdose,559.0,Count,,
12174,2021,Davidson,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,200.0,Count,,
12175,2021,Davidson,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,776.0,Count,,
12176,2021,Davidson,County,Inpatient Stays Involving All Drug Overdose,1094.0,Count,,
12177,2021,Davidson,County,Outpatient Visits Involving All Drug Overdose,2401.0,Count,,
12178,2021,Davidson,County,Inpatient Stays Involving All Stimulant Overdose,241.0,Count,,
12179,2021,Davidson,County,Outpatient Visits Involving All Stimulant Overdose,104.0,Count,,
12192,2021,Decatur,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),2.0,Count,,
12193,2021,Decatur,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),0.0,Count,,
12194,2021,Decatur,County,Inpatient Stays Involving Cocaine Overdose,0.0,Count,,
12195,2021,Decatur,County,Outpatient Visits Involving Cocaine Overdose,0.0,Count,,
12196,2021,Decatur,County,Inpatient Stays Involving Heroin Overdose,0.0,Count,,
12197,2021,Decatur,County,Outpatient Visits Involving Heroin Overdose,0.0,Count,,
12198,2021,Decatur,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,3.0,Count,,
12199,2021,Decatur,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,1.0,Count,,
12200,2021,Decatur,County,Inpatient Stays Involving All Drug Overdose,8.0,Count,,
12201,2021,Decatur,County,Outpatient Visits Involving All Drug Overdose,14.0,Count,,
12202,2021,Decatur,County,Inpatient Stays Involving All Stimulant Overdose,2.0,Count,,
12203,2021,Decatur,County,Outpatient Visits Involving All Stimulant Overdose,0.0,Count,,
12216,2021,DeKalb,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),4.0,Count,,
12217,2021,DeKalb,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),6.0,Count,,
12218,2021,DeKalb,County,Inpatient Stays Involving Cocaine Overdose,0.0,Count,,
12219,2021,DeKalb,County,Outpatient Visits Involving Cocaine Overdose,1.0,Count,,
12220,2021,DeKalb,County,Inpatient Stays Involving Heroin Overdose,1.0,Count,,
12221,2021,DeKalb,County,Outpatient Visits Involving Heroin Overdose,16.0,Count,,
12222,2021,DeKalb,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,3.0,Count,,
12223,2021,DeKalb,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,14.0,Count,,
12224,2021,DeKalb,County,Inpatient Stays Involving All Drug Overdose,21.0,Count,,
12225,2021,DeKalb,County,Outpatient Visits Involving All Drug Overdose,79.0,Count,,
12226,2021,DeKalb,County,Inpatient Stays Involving All Stimulant Overdose,4.0,Count,,
12227,2021,DeKalb,County,Outpatient Visits Involving All Stimulant Overdose,7.0,Count,,
12240,2021,Dickson,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),5.0,Count,,
12241,2021,Dickson,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),2.0,Count,,
12242,2021,Dickson,County,Inpatient Stays Involving Cocaine Overdose,2.0,Count,,
12243,2021,Dickson,County,Outpatient Visits Involving Cocaine Overdose,4.0,Count,,
12244,2021,Dickson,County,Inpatient Stays Involving Heroin Overdose,11.0,Count,,
12245,2021,Dickson,County,Outpatient Visits Involving Heroin Overdose,60.0,Count,,
12246,2021,Dickson,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,16.0,Count,,
12247,2021,Dickson,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,83.0,Count,,
12248,2021,Dickson,County,Inpatient Stays Involving All Drug Overdose,79.0,Count,,
12249,2021,Dickson,County,Outpatient Visits Involving All Drug Overdose,251.0,Count,,
12250,2021,Dickson,County,Inpatient Stays Involving All Stimulant Overdose,8.0,Count,,
12251,2021,Dickson,County,Outpatient Visits Involving All Stimulant Overdose,6.0,Count,,
12264,2021,Dyer,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),7.0,Count,,
12265,2021,Dyer,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),5.0,Count,,
12266,2021,Dyer,County,Inpatient Stays Involving Cocaine Overdose,1.0,Count,,
12267,2021,Dyer,County,Outpatient Visits Involving Cocaine Overdose,2.0,Count,,
12268,2021,Dyer,County,Inpatient Stays Involving Heroin Overdose,1.0,Count,,
12269,2021,Dyer,County,Outpatient Visits Involving Heroin Overdose,0.0,Count,,
12270,2021,Dyer,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,10.0,Count,,
12271,2021,Dyer,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,28.0,Count,,
12272,2021,Dyer,County,Inpatient Stays Involving All Drug Overdose,43.0,Count,,
12273,2021,Dyer,County,Outpatient Visits Involving All Drug Overdose,132.0,Count,,
12274,2021,Dyer,County,Inpatient Stays Involving All Stimulant Overdose,8.0,Count,,
12275,2021,Dyer,County,Outpatient Visits Involving All Stimulant Overdose,7.0,Count,,
12312,2021,Fayette,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),1.0,Count,,
12313,2021,Fayette,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),0.0,Count,,
12314,2021,Fayette,County,Inpatient Stays Involving Cocaine Overdose,2.0,Count,,
12315,2021,Fayette,County,Outpatient Visits Involving Cocaine Overdose,0.0,Count,,
12316,2021,Fayette,County,Inpatient Stays Involving Heroin Overdose,1.0,Count,,
12317,2021,Fayette,County,Outpatient Visits Involving Heroin Overdose,3.0,Count,,
12318,2021,Fayette,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,5.0,Count,,
12319,2021,Fayette,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,30.0,Count,,
12320,2021,Fayette,County,Inpatient Stays Involving All Drug Overdose,22.0,Count,,
12321,2021,Fayette,County,Outpatient Visits Involving All Drug Overdose,78.0,Count,,
12322,2021,Fayette,County,Inpatient Stays Involving All Stimulant Overdose,3.0,Count,,
12323,2021,Fayette,County,Outpatient Visits Involving All Stimulant Overdose,0.0,Count,,
12336,2021,Fentress,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),1.0,Count,,
12337,2021,Fentress,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),2.0,Count,,
12338,2021,Fentress,County,Inpatient Stays Involving Cocaine Overdose,0.0,Count,,
12339,2021,Fentress,County,Outpatient Visits Involving Cocaine Overdose,0.0,Count,,
12340,2021,Fentress,County,Inpatient Stays Involving Heroin Overdose,0.0,Count,,
12341,2021,Fentress,County,Outpatient Visits Involving Heroin Overdose,5.0,Count,,
12342,2021,Fentress,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,4.0,Count,,
12343,2021,Fentress,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,5.0,Count,,
12344,2021,Fentress,County,Inpatient Stays Involving All Drug Overdose,11.0,Count,,
12345,2021,Fentress,County,Outpatient Visits Involving All Drug Overdose,35.0,Count,,
12346,2021,Fentress,County,Inpatient Stays Involving All Stimulant Overdose,1.0,Count,,
12347,2021,Fentress,County,Outpatient Visits Involving All Stimulant Overdose,3.0,Count,,
12360,2021,Franklin,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),4.0,Count,,
12361,2021,Franklin,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),9.0,Count,,
12362,2021,Franklin,County,Inpatient Stays Involving Cocaine Overdose,1.0,Count,,
12363,2021,Franklin,County,Outpatient Visits Involving Cocaine Overdose,1.0,Count,,
12364,2021,Franklin,County,Inpatient Stays Involving Heroin Overdose,1.0,Count,,
12365,2021,Franklin,County,Outpatient Visits Involving Heroin Overdose,6.0,Count,,
12366,2021,Franklin,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,8.0,Count,,
12367,2021,Franklin,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,32.0,Count,,
12368,2021,Franklin,County,Inpatient Stays Involving All Drug Overdose,38.0,Count,,
12369,2021,Franklin,County,Outpatient Visits Involving All Drug Overdose,112.0,Count,,
12370,2021,Franklin,County,Inpatient Stays Involving All Stimulant Overdose,5.0,Count,,
12371,2021,Franklin,County,Outpatient Visits Involving All Stimulant Overdose,10.0,Count,,
12384,2021,Gibson,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),8.0,Count,,
12385,2021,Gibson,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),4.0,Count,,
12386,2021,Gibson,County,Inpatient Stays Involving Cocaine Overdose,2.0,Count,,
12387,2021,Gibson,County,Outpatient Visits Involving Cocaine Overdose,1.0,Count,,
12388,2021,Gibson,County,Inpatient Stays Involving Heroin Overdose,1.0,Count,,
12389,2021,Gibson,County,Outpatient Visits Involving Heroin Overdose,7.0,Count,,
12390,2021,Gibson,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,5.0,Count,,
12391,2021,Gibson,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,8.0,Count,,
12392,2021,Gibson,County,Inpatient Stays Involving All Drug Overdose,47.0,Count,,
12393,2021,Gibson,County,Outpatient Visits Involving All Drug Overdose,99.0,Count,,
12394,2021,Gibson,County,Inpatient Stays Involving All Stimulant Overdose,10.0,Count,,
12395,2021,Gibson,County,Outpatient Visits Involving All Stimulant Overdose,7.0,Count,,
12408,2021,Giles,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),3.0,Count,,
12409,2021,Giles,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),4.0,Count,,
12410,2021,Giles,County,Inpatient Stays Involving Cocaine Overdose,1.0,Count,,
12411,2021,Giles,County,Outpatient Visits Involving Cocaine Overdose,0.0,Count,,
12412,2021,Giles,County,Inpatient Stays Involving Heroin Overdose,2.0,Count,,
12413,2021,Giles,County,Outpatient Visits Involving Heroin Overdose,5.0,Count,,
12414,2021,Giles,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,10.0,Count,,
12415,2021,Giles,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,27.0,Count,,
12416,2021,Giles,County,Inpatient Stays Involving All Drug Overdose,36.0,Count,,
12417,2021,Giles,County,Outpatient Visits Involving All Drug Overdose,83.0,Count,,
12418,2021,Giles,County,Inpatient Stays Involving All Stimulant Overdose,4.0,Count,,
12419,2021,Giles,County,Outpatient Visits Involving All Stimulant Overdose,5.0,Count,,
12432,2021,Grainger,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),4.0,Count,,
12433,2021,Grainger,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),1.0,Count,,
12434,2021,Grainger,County,Inpatient Stays Involving Cocaine Overdose,0.0,Count,,
12435,2021,Grainger,County,Outpatient Visits Involving Cocaine Overdose,0.0,Count,,
12436,2021,Grainger,County,Inpatient Stays Involving Heroin Overdose,3.0,Count,,
12437,2021,Grainger,County,Outpatient Visits Involving Heroin Overdose,13.0,Count,,
12438,2021,Grainger,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,8.0,Count,,
12439,2021,Grainger,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,20.0,Count,,
12440,2021,Grainger,County,Inpatient Stays Involving All Drug Overdose,29.0,Count,,
12441,2021,Grainger,County,Outpatient Visits Involving All Drug Overdose,69.0,Count,,
12442,2021,Grainger,County,Inpatient Stays Involving All Stimulant Overdose,4.0,Count,,
12443,2021,Grainger,County,Outpatient Visits Involving All Stimulant Overdose,2.0,Count,,
12456,2021,Greene,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),10.0,Count,,
12457,2021,Greene,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),7.0,Count,,
12458,2021,Greene,County,Inpatient Stays Involving Cocaine Overdose,0.0,Count,,
12459,2021,Greene,County,Outpatient Visits Involving Cocaine Overdose,0.0,Count,,
12460,2021,Greene,County,Inpatient Stays Involving Heroin Overdose,5.0,Count,,
12461,2021,Greene,County,Outpatient Visits Involving Heroin Overdose,21.0,Count,,
12462,2021,Greene,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,17.0,Count,,
12463,2021,Greene,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,16.0,Count,,
12464,2021,Greene,County,Inpatient Stays Involving All Drug Overdose,86.0,Count,,
12465,2021,Greene,County,Outpatient Visits Involving All Drug Overdose,171.0,Count,,
12466,2021,Greene,County,Inpatient Stays Involving All Stimulant Overdose,12.0,Count,,
12467,2021,Greene,County,Outpatient Visits Involving All Stimulant Overdose,9.0,Count,,
12480,2021,Grundy,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),1.0,Count,,
12481,2021,Grundy,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),1.0,Count,,
12482,2021,Grundy,County,Inpatient Stays Involving Cocaine Overdose,0.0,Count,,
12483,2021,Grundy,County,Outpatient Visits Involving Cocaine Overdose,0.0,Count,,
12484,2021,Grundy,County,Inpatient Stays Involving Heroin Overdose,0.0,Count,,
12485,2021,Grundy,County,Outpatient Visits Involving Heroin Overdose,1.0,Count,,
12486,2021,Grundy,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,2.0,Count,,
12487,2021,Grundy,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,12.0,Count,,
12488,2021,Grundy,County,Inpatient Stays Involving All Drug Overdose,10.0,Count,,
12489,2021,Grundy,County,Outpatient Visits Involving All Drug Overdose,43.0,Count,,
12490,2021,Grundy,County,Inpatient Stays Involving All Stimulant Overdose,1.0,Count,,
12491,2021,Grundy,County,Outpatient Visits Involving All Stimulant Overdose,1.0,Count,,
12504,2021,Hamblen,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),10.0,Count,,
12505,2021,Hamblen,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),6.0,Count,,
12506,2021,Hamblen,County,Inpatient Stays Involving Cocaine Overdose,2.0,Count,,
12507,2021,Hamblen,County,Outpatient Visits Involving Cocaine Overdose,1.0,Count,,
12508,2021,Hamblen,County,Inpatient Stays Involving Heroin Overdose,5.0,Count,,
12509,2021,Hamblen,County,Outpatient Visits Involving Heroin Overdose,66.0,Count,,
12510,2021,Hamblen,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,14.0,Count,,
12511,2021,Hamblen,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,32.0,Count,,
12512,2021,Hamblen,County,Inpatient Stays Involving All Drug Overdose,70.0,Count,,
12513,2021,Hamblen,County,Outpatient Visits Involving All Drug Overdose,190.0,Count,,
12514,2021,Hamblen,County,Inpatient Stays Involving All Stimulant Overdose,12.0,Count,,
12515,2021,Hamblen,County,Outpatient Visits Involving All Stimulant Overdose,7.0,Count,,
12528,2021,Hamilton,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),44.0,Count,,
12529,2021,Hamilton,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),28.0,Count,,
12530,2021,Hamilton,County,Inpatient Stays Involving Cocaine Overdose,31.0,Count,,
12531,2021,Hamilton,County,Outpatient Visits Involving Cocaine Overdose,17.0,Count,,
12532,2021,Hamilton,County,Inpatient Stays Involving Heroin Overdose,22.0,Count,,
12533,2021,Hamilton,County,Outpatient Visits Involving Heroin Overdose,164.0,Count,,
12534,2021,Hamilton,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,76.0,Count,,
12535,2021,Hamilton,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,325.0,Count,,
12536,2021,Hamilton,County,Inpatient Stays Involving All Drug Overdose,347.0,Count,,
12537,2021,Hamilton,County,Outpatient Visits Involving All Drug Overdose,1042.0,Count,,
12538,2021,Hamilton,County,Inpatient Stays Involving All Stimulant Overdose,73.0,Count,,
12539,2021,Hamilton,County,Outpatient Visits Involving All Stimulant Overdose,49.0,Count,,
12552,2021,Hancock,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),0.0,Count,,
12553,2021,Hancock,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),0.0,Count,,
12554,2021,Hancock,County,Inpatient Stays Involving Cocaine Overdose,0.0,Count,,
12555,2021,Hancock,County,Outpatient Visits Involving Cocaine Overdose,0.0,Count,,
12556,2021,Hancock,County,Inpatient Stays Involving Heroin Overdose,0.0,Count,,
12557,2021,Hancock,County,Outpatient Visits Involving Heroin Overdose,4.0,Count,,
12558,2021,Hancock,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,3.0,Count,,
12559,2021,Hancock,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,2.0,Count,,
12560,2021,Hancock,County,Inpatient Stays Involving All Drug Overdose,9.0,Count,,
12561,2021,Hancock,County,Outpatient Visits Involving All Drug Overdose,21.0,Count,,
12562,2021,Hancock,County,Inpatient Stays Involving All Stimulant Overdose,0.0,Count,,
12563,2021,Hancock,County,Outpatient Visits Involving All Stimulant Overdose,0.0,Count,,
12576,2021,Hardeman,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),6.0,Count,,
